miR_4924,R_2390
miR_4911,R_2302
miR_4934,R_419
miR_4919,R_1412
miR_4930,R_2185
miR_4896,R_1299
miR_4894,R_3529
miR_4884,R_3941
miR_4885,R_972
miR_4940,R_242
miR_4890,R_1893
miR_4942,R_3520
miR_4924,R_4231
miR_4933,R_296
miR_4882,R_1814
miR_4903,R_178
miR_4915,R_4776
miR_4896,R_3172
miR_4940,R_1745
miR_4904,R_2578
miR_4916,R_1376
miR_4902,R_1211
miR_4922,R_4735
miR_4891,R_1056
miR_4890,R_971
miR_4893,R_1051
miR_4883,R_3290
miR_4881,R_4411
miR_4892,R_3671
miR_4943,R_141
miR_4889,R_3140
miR_4924,R_4324
miR_4948,R_783
miR_4895,R_3322
miR_4922,R_1507
miR_4936,R_2850
miR_4927,R_798
miR_4939,R_1496
miR_4900,R_2500
miR_4910,R_2762
miR_4909,R_394
miR_4935,R_1038
miR_4881,R_4193
miR_4923,R_1174
miR_4945,R_3169
miR_4881,R_1927
miR_4906,R_2042
miR_4899,R_4160
miR_4889,R_1711
miR_4910,R_104
miR_4913,R_2480
miR_4892,R_4845
miR_4936,R_2945
miR_4948,R_4719
miR_4925,R_3858
miR_4917,R_536
miR_4903,R_266
miR_4929,R_1214
miR_4898,R_721
miR_4932,R_2054
miR_4882,R_3127
miR_4914,R_2385
miR_4942,R_4216
miR_4902,R_4526
miR_4923,R_4605
miR_4924,R_1970
miR_4912,R_2550
miR_4939,R_3720
miR_4907,R_913
miR_4940,R_2787
miR_4929,R_2994
miR_4890,R_4013
miR_4916,R_157
miR_4932,R_3695
miR_4931,R_4456
miR_4909,R_2240
miR_4901,R_1921
miR_4927,R_2188
miR_4916,R_2933
miR_4892,R_3425
miR_4930,R_1695
miR_4903,R_214
miR_4881,R_3163
miR_4921,R_1902
miR_4901,R_4384
miR_4884,R_1929
miR_4931,R_1647
miR_4900,R_3069
miR_4943,R_4645
miR_4907,R_4736
miR_4903,R_4819
miR_4893,R_4618
miR_4903,R_3902
miR_4901,R_571
miR_4922,R_2988
miR_4899,R_2707
miR_4912,R_1442
miR_4936,R_738
miR_4883,R_3766
miR_4945,R_3567
miR_4901,R_3345
miR_4939,R_993
miR_4944,R_794
miR_4913,R_3652
miR_4916,R_1781
miR_4910,R_3922
miR_4899,R_524
miR_4922,R_71
miR_4933,R_816
miR_4915,R_3263
miR_4910,R_3041
miR_4904,R_3524
miR_4949,R_4407
miR_4904,R_3278
miR_4896,R_4606
miR_4887,R_1562
miR_4926,R_4206
miR_4926,R_295
miR_4918,R_2059
miR_4890,R_4735
miR_4896,R_1026
miR_4918,R_4708
miR_4899,R_3838
miR_4887,R_733
miR_4939,R_3644
miR_4904,R_4846
miR_4899,R_3362
miR_4904,R_1226
miR_4913,R_3421
miR_4925,R_2646
miR_4946,R_1306
miR_4924,R_4045
miR_4949,R_3015
miR_4948,R_3585
miR_4920,R_4410
miR_4944,R_2462
miR_4913,R_2057
miR_4882,R_3692
miR_4915,R_3225
miR_4885,R_2401
miR_4948,R_1345
miR_4942,R_1191
miR_4928,R_658
miR_4922,R_4546
miR_4881,R_3895
miR_4947,R_220
miR_4901,R_1064
miR_4883,R_62
miR_4894,R_2658
miR_4893,R_1123
miR_4922,R_4875
miR_4929,R_4110
miR_4887,R_336
miR_4902,R_806
miR_4925,R_4079
miR_4917,R_841
miR_4943,R_2995
miR_4922,R_3318
miR_4913,R_2208
miR_4909,R_3196
miR_4895,R_995
miR_4889,R_2124
miR_4932,R_3249
miR_4930,R_4246
miR_4938,R_4533
miR_4931,R_448
miR_4934,R_3707
miR_4916,R_1019
miR_4940,R_898
miR_4881,R_2505
miR_4923,R_2514
miR_4928,R_1548
miR_4886,R_262
miR_4881,R_609
miR_4884,R_3817
miR_4884,R_3109
miR_4929,R_3023
miR_4930,R_2345
miR_4931,R_872
miR_4880,R_4450
miR_4905,R_2483
miR_4913,R_2563
miR_4888,R_4860
miR_4928,R_3617
miR_4896,R_4750
miR_4887,R_2838
miR_4921,R_1779
miR_4924,R_2463
miR_4922,R_1982
miR_4913,R_4800
miR_4885,R_4644
miR_4916,R_2432
miR_4893,R_4693
miR_4908,R_1928
miR_4907,R_936
miR_4880,R_2307
miR_4906,R_3285
miR_4915,R_1387
miR_4894,R_4802
miR_4916,R_3335
miR_4890,R_3274
miR_4882,R_1773
miR_4946,R_623
miR_4947,R_4844
miR_4890,R_662
miR_4905,R_3612
miR_4887,R_4547
miR_4920,R_4504
miR_4929,R_2108
miR_4903,R_3312
miR_4920,R_482
miR_4888,R_4692
miR_4937,R_4669
miR_4930,R_4856
miR_4931,R_2974
miR_4901,R_336
miR_4891,R_4623
miR_4917,R_2874
miR_4895,R_180
miR_4931,R_2996
miR_4926,R_3699
miR_4905,R_2542
miR_4905,R_2512
miR_4948,R_4531
miR_4923,R_1181
miR_4919,R_1174
miR_4899,R_543
miR_4889,R_2893
miR_4949,R_1061
miR_4908,R_2909
miR_4888,R_2898
miR_4939,R_4236
miR_4902,R_4640
miR_4947,R_2365
miR_4892,R_66
miR_4903,R_279
miR_4895,R_3299
miR_4895,R_4091
miR_4907,R_1189
miR_4926,R_2585
miR_4890,R_1877
miR_4903,R_1179
miR_4935,R_1995
miR_4941,R_3203
miR_4924,R_2466
miR_4944,R_4407
miR_4919,R_1735
miR_4944,R_1176
miR_4948,R_3713
miR_4920,R_2261
miR_4881,R_1993
miR_4917,R_1546
miR_4904,R_1663
miR_4887,R_1212
miR_4936,R_174
miR_4896,R_2108
miR_4935,R_2536
miR_4935,R_3901
miR_4886,R_980
miR_4912,R_1840
miR_4892,R_1047
miR_4908,R_648
miR_4901,R_1648
miR_4925,R_3429
miR_4905,R_4240
miR_4935,R_3911
miR_4931,R_2565
miR_4919,R_1869
miR_4926,R_3484
miR_4894,R_2537
miR_4947,R_191
miR_4936,R_895
miR_4918,R_1093
miR_4909,R_1606
miR_4925,R_1084
miR_4946,R_2904
miR_4906,R_4655
miR_4882,R_4064
miR_4913,R_3141
miR_4906,R_892
miR_4899,R_2610
miR_4908,R_3188
miR_4913,R_4103
miR_4922,R_4302
miR_4942,R_2785
miR_4918,R_2515
miR_4909,R_569
miR_4884,R_1263
miR_4885,R_554
miR_4912,R_3284
miR_4912,R_4612
miR_4898,R_2683
miR_4900,R_1810
miR_4902,R_1516
miR_4940,R_171
miR_4888,R_2351
miR_4905,R_2535
miR_4916,R_3638
miR_4896,R_1933
miR_4905,R_2100
miR_4896,R_2626
miR_4883,R_2981
miR_4905,R_2832
miR_4893,R_88
miR_4894,R_2977
miR_4927,R_1887
miR_4927,R_68
miR_4940,R_2766
miR_4919,R_4493
miR_4884,R_1520
miR_4943,R_535
miR_4891,R_1455
miR_4880,R_1853
miR_4947,R_639
miR_4922,R_1843
miR_4923,R_201
miR_4925,R_2712
miR_4906,R_2496
miR_4949,R_4209
miR_4904,R_3263
miR_4929,R_1992
miR_4895,R_1639
miR_4945,R_3316
miR_4914,R_4592
miR_4911,R_3940
miR_4939,R_922
miR_4939,R_795
miR_4949,R_3341
miR_4893,R_2989
miR_4900,R_2027
miR_4911,R_195
miR_4908,R_378
miR_4942,R_4012
miR_4902,R_924
miR_4911,R_1867
miR_4924,R_1976
miR_4912,R_3704
miR_4941,R_4795
miR_4912,R_3501
miR_4888,R_12
miR_4895,R_3029
miR_4911,R_2459
miR_4895,R_3687
miR_4899,R_2560
miR_4903,R_3839
miR_4916,R_1396
miR_4948,R_2852
miR_4948,R_1898
miR_4936,R_1088
miR_4937,R_3779
miR_4948,R_2066
miR_4891,R_4418
miR_4945,R_3557
miR_4912,R_4737
miR_4947,R_4043
miR_4929,R_2859
miR_4880,R_911
miR_4887,R_245
miR_4938,R_3195
miR_4885,R_1948
miR_4899,R_1398
miR_4897,R_1531
miR_4901,R_4276
miR_4895,R_2130
miR_4888,R_3055
miR_4932,R_2463
miR_4934,R_3687
miR_4948,R_3383
miR_4933,R_1705
miR_4936,R_1135
miR_4939,R_1906
miR_4881,R_4486
miR_4914,R_296
miR_4889,R_975
miR_4929,R_681
miR_4923,R_1424
miR_4939,R_525
miR_4881,R_4081
miR_4890,R_4096
miR_4883,R_4047
miR_4902,R_2421
miR_4944,R_1379
miR_4929,R_4314
miR_4938,R_1525
miR_4909,R_1549
miR_4922,R_2646
miR_4893,R_684
miR_4939,R_1232
miR_4880,R_3382
miR_4923,R_1560
miR_4889,R_4065
miR_4916,R_4041
miR_4892,R_3628
miR_4924,R_3527
miR_4931,R_3682
miR_4913,R_2408
miR_4903,R_3410
miR_4927,R_2547
miR_4915,R_4477
miR_4946,R_3101
miR_4946,R_1825
miR_4949,R_3040
miR_4925,R_1275
miR_4909,R_4304
miR_4936,R_395
miR_4930,R_3570
miR_4924,R_2894
miR_4890,R_3762
miR_4907,R_2860
miR_4897,R_3237
miR_4946,R_1654
miR_4881,R_4385
miR_4922,R_2711
miR_4900,R_2667
miR_4902,R_2830
miR_4917,R_2949
miR_4938,R_121
miR_4888,R_285
miR_4935,R_1380
miR_4881,R_3625
miR_4905,R_4092
miR_4942,R_2479
miR_4947,R_4172
miR_4943,R_2389
miR_4893,R_3828
miR_4945,R_3771
miR_4911,R_2097
miR_4945,R_2059
miR_4925,R_986
miR_4917,R_3439
miR_4911,R_2875
miR_4925,R_2979
miR_4886,R_575
miR_4949,R_2998
miR_4883,R_2172
miR_4932,R_3553
miR_4901,R_1947
miR_4894,R_275
miR_4943,R_2951
miR_4930,R_2918
miR_4896,R_3971
miR_4940,R_2944
miR_4895,R_124
miR_4948,R_3183
miR_4910,R_3162
miR_4905,R_3118
miR_4886,R_2641
miR_4925,R_4720
miR_4896,R_403
miR_4938,R_4805
miR_4945,R_449
miR_4882,R_2196
miR_4894,R_2961
miR_4914,R_3212
miR_4880,R_3364
miR_4911,R_2213
miR_4901,R_1744
miR_4929,R_2497
miR_4917,R_2505
miR_4921,R_3473
miR_4918,R_943
miR_4919,R_1007
miR_4920,R_737
miR_4941,R_3837
miR_4936,R_4833
miR_4887,R_2487
miR_4929,R_1231
miR_4908,R_2209
miR_4940,R_4205
miR_4882,R_3389
miR_4910,R_3001
miR_4948,R_3051
miR_4904,R_1794
miR_4881,R_2625
miR_4946,R_505
miR_4945,R_4544
miR_4917,R_744
miR_4944,R_1924
miR_4908,R_4553
miR_4919,R_2
miR_4893,R_3357
miR_4933,R_574
miR_4886,R_256
miR_4938,R_1159
miR_4918,R_1517
miR_4935,R_3044
miR_4942,R_1713
miR_4942,R_3905
miR_4936,R_1413
miR_4919,R_4134
miR_4937,R_4092
miR_4905,R_226
miR_4935,R_4387
miR_4885,R_3752
miR_4944,R_608
miR_4925,R_4028
miR_4937,R_3358
miR_4921,R_2524
miR_4949,R_772
miR_4940,R_187
miR_4889,R_1121
miR_4896,R_1841
miR_4881,R_2503
miR_4888,R_2296
miR_4937,R_4221
miR_4888,R_1290
miR_4881,R_3853
miR_4943,R_3689
miR_4942,R_3648
miR_4942,R_1174
miR_4949,R_3914
miR_4928,R_3423
miR_4902,R_3804
miR_4906,R_3528
miR_4911,R_714
miR_4910,R_2224
miR_4911,R_3705
miR_4947,R_1767
miR_4901,R_2877
miR_4922,R_3677
miR_4897,R_514
miR_4895,R_3186
miR_4894,R_3332
miR_4900,R_4408
miR_4927,R_4303
miR_4945,R_3172
miR_4907,R_2765
miR_4886,R_4335
miR_4936,R_4722
miR_4880,R_1891
miR_4919,R_1772
miR_4896,R_2724
miR_4912,R_2835
miR_4948,R_1134
miR_4920,R_723
miR_4898,R_2681
miR_4914,R_3304
miR_4931,R_3684
miR_4940,R_2503
miR_4938,R_452
miR_4934,R_1198
miR_4926,R_2837
miR_4940,R_155
miR_4933,R_1116
miR_4926,R_3963
miR_4909,R_12
miR_4898,R_4112
miR_4940,R_1676
miR_4915,R_1911
miR_4885,R_2342
miR_4889,R_871
miR_4938,R_1644
miR_4936,R_4586
miR_4926,R_4792
miR_4918,R_881
miR_4900,R_214
miR_4900,R_2568
miR_4929,R_2983
miR_4913,R_1690
miR_4910,R_714
miR_4916,R_2869
miR_4932,R_2854
miR_4894,R_4417
miR_4887,R_297
miR_4936,R_7
miR_4917,R_4060
miR_4882,R_886
miR_4918,R_3955
miR_4921,R_2581
miR_4916,R_275
miR_4912,R_1248
miR_4938,R_3435
miR_4885,R_3503
miR_4948,R_4027
miR_4938,R_1383
miR_4923,R_2660
miR_4926,R_4563
miR_4890,R_4756
miR_4911,R_1730
miR_4894,R_4626
miR_4942,R_244
miR_4889,R_2923
miR_4922,R_468
miR_4904,R_3246
miR_4937,R_1701
miR_4880,R_2370
miR_4912,R_583
miR_4892,R_3374
miR_4913,R_654
